,text
12897,"RT @Hinojosa214: Bitch fucking fuck Brandeis. Go O' Connor. Fuck O' Connor. Fuck Brandeis. Just kidding, h-town helotes flexes, bitch. &#128514;&#128514;&#128514; &#8230;"
12898,"RT @HipHopIsDeaddd: My brother want to put on an asshole persona just to get females.That what happens when you let pussy control you, you&#8230;"
12899,"RT @HipHopIsDeaddd: Top ten rappers With no hoes
1.Hopsin
2.Lupe
3.Canibus
4.IMT
5.Childish G
6.Papoose
7.Hopsin again
8.Joell Ortiz
9.Krs &#8230;"
12900,"RT @HitTehBlunt: *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ?"" http://t.&#8230;"
12901,"RT @Hits_BIunts: *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ?"" http://t.&#8230;"
12902,"RT @HlGHKEY: ""I have sex with a lot of guys but I'm not a hoe""......and I can sell Crack to people and not be a drug dealer FOH HOE"
12903,"RT @HlGHKEY: If ya girl texts back slow you gotta hit her with the ""so who else you texting?"" Watch That bitch get more defensive than dwig&#8230;"
12904,RT @HntrMoore: You ever call your ex while you're fucking your side bitch? Yea I'm gonna do that later
12905,"RT @HoboKarl: While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5&#8230;"
12906,"RT @HockeyDrunk: ""Playoff hockey sucks."" Dude, have a snickers. You're retarded when you're hungry."
12907,RT @HoeFact: Don't trust these hoes http://t.co/03SoHP4P41
12908,RT @HoesScreamTessa: Lots of bankrolls &#128184; &amp; hoes &#128131;.
12909,RT @Hoes_LoveMe: These hoes like niggas that spend money not talk about it
12910,RT @HoldMyCrown_23: &#8220;@daniellurrr: damn these bitches in middle school look grown af in these nudes&#128563;&#8221;
12911,"RT @HollyRFisher: Isn't it funny that the people who call me fat, ugly, a whore, stupid, a cunt, a bitch, etc are the same ones whining abo&#8230;"
12912,"RT @HollywoodLavish: I want a real relationship &#9994;&#128272; no games, no lies, no side hoes, just me and you &#128143;&#128145;&#128107;&#128081;&#128525;&#128152;&#128141;"
12913,"RT @Hollywoood_ty: RT &#8220;@Hotphillyboi: Lawd Jesus, this can't be real&#128514; http://t.co/zcjlHvSHOZ&#8221;shit to ghetto to be real lol"
12914,RT @HolyJacob: #InBaltimore if you attractive everyby will believe you have the niggas/bitches regardless of if you really do or do not
12915,"RT @HoneyGuwop: &#128533;&#128543;&#128553; im not ready to see y'all hoes tweet ""new year, new me"" &#128546;"
12916,"RT @Honey_GotBunns: @1stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#128074;&#128514;&#128514;&#128514;"
12917,RT @HoneyyDip__: +1 RT @gingersospicy_: Me. RT @viaNAWF: @ the fat bitch who's fat but think she thick and a big fine
12918,"RT @HoodBibIe: ""Side hoes get no love"" - Thotology 6:13"
12919,"RT @HoodBibIe: ""Thou shall have no type: bad bitches is thee only thing thou shall like"" - HerAssFat 6:15"
12920,"RT @HoodBibIe: And on the 7th day God said ""these hoes are for everybody"""
12921,RT @Hoodrichnick: Why ya niggas be gassin these wack ass bitches ? &#128553;&#128553;
12922,RT @Hoodstarz_Dread: Main reason why i aint got no girl cause i aint never found not 1 bitch who tryna get money wit me all y'all hoes like&#8230;
12923,RT @HootieGang4Ever: Des bitches swear dey faithful
12924,RT @HornyFacts: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;
12925,"RT @HornyFacts: Fuck twerking, bitch can you cook?"
12926,RT @HornyFacts: I call my penis The Titanic because so many bitches went down on it.
12927,RT @HornyFacts: Your opinion is irrelevant because you are a cunt.
12928,RT @HoskinsTy96: &#8220;@xjessica14x: Brandon is so annoying&#8221;and a lil bitch
12929,RT @Hotsausage_: Is it a crime if a nigga just wanna eat pussy?
12930,RT @HtOwNzOuTLaW713: Keshawn Martin is soooooooooo fucking trash!!!
12931,RT @Httpjaebee: hoes Be going through depression when they dude in jail bc other females gettn told the same shit they all need to be there&#8230;
12932,"RT @HugMakeEm: I love a bad bitch with a attitude, idk why but a cutie that's a savage is sexy as fuck"
12933,RT @HugMakeEm: I'm avoiding commitment because these hoes ain't loyal
12934,"RT @HuhWhatsACondom: BRUUUUUUH &#128557;&#128557;&#128557;&#128557;&#128514;&#128514;&#128514;&#128514; &#8220;@MySportsLegion: Kobe, last night yelling at Dwight Howard: ""You a bitch ass n*****""? https://t.co&#8230;"
12935,"RT @HuhWhatsACondom: Fam... &#8220;@SuLuNatDigga: You a faggot for kicking a field goal RT @DeionGottaSTFU: just got beat 44 to 3 in Madden""&#8221;"
12936,RT @HumanX86: #2013Faves RT @DgDynasty @88TilEternity @HumanX86 @LakeshoreJohnny I ain&#8217;t tryna see @VertrellCarter nigger legs in a bikini &#128562;
12937,RT @Humxnerror: we can't be cool if you gonna be a little bitch all the time
12938,"RT @HunneeMolassess: so if her legs dont rub together that means her pwoosy is trash? ...
i just heard this."
12939,"RT @Huntermoore: If she doesn't take it in the ass, tell the bitch you'll pass."
12940,RT @Huntermoore: RETWEET if you fucked someone's bitch
12941,"RT @Hurricane_Dame: I never understood that whole pissin on a bitch trend that was going round...I like my bitches clean, mayne"
12942,RT @HyPPeR_: I just roasted a hoe
12943,RT @Hype: African colored car I push niggerous whips
12944,RT @IAMNICKlMINAJ: ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!
12945,"RT @IAMNICKlMINAJ: I'm not saying she's a hoe, but she's been on more wieners than Heinz Ketchup."
12946,RT @IAMTreyu: We gotta get rid of trash ass Alex smith
12947,RT @IAmBobo_: What happened to the old wigga?? The gonorrhea one.
12948,"RT @IAmNiaRich: Nigga screamed like a Lil bitch lol 

https://t.co/b1qBnDPxdv"
12949,RT @IAm_Beautyfull: my chink ass eyes &#128557;&#128584;
12950,RT @IDontClaimHoes: Yung berg did a bitch move &#128530;&#128514;
12951,"RT @IEatHeartsBitch: If you tell her the dick good she gone wanna try, tell her it's wack she gone wanna see for herself. A hoe gone be a h&#8230;"
12952,RT @IEsoFab: &#128514; RT @VeronicaGK: Yea I got big hands lol i'm a big bitch 5'10 lol i'm not gon have small hands &#128514;&#128514;&#128514;&#128514;
12953,RT @IExamineTitties: Too many bitches strictly rely on their looks. Can't bring nothing to the table but 100 likes and an iPhone &#128514;&#128514;
12954,RT @IGGYAZALEA: its like the guy that asks for your number and then says you ugly and a bitch when you say no&#8230;
12955,RT @IHaveSex_Alot: @100D_ real shiit my niggah &#128175;&#9994;
12956,RT @IHaveSex_Alot: I don't luv deez hoes at all..&#128076;
12957,RT @III_XXVIII_LIII: Omg the two monkey twins had never to call another girl ugly. They got thicker mustaches then me &#128534;
12958,RT @IINKY_chiefwuk: @ChiefKeef u a bitch shorty #TURNUP #OTF
12959,RT @IJustBeChillinn: dont bitch then get mad when i stop trying lol
12960,"RT @IKeepitRealer: ChrisBrown a bitch 4 hittin a Woman
JayZ a bitch 4 lettin a woman hit him
bitches needa make up ya mind &#128134;
Yah want yah a&#8230;"
12961,RT @ILongDickHoes_: When bitches say that your dick game is stupid http://t.co/cW5uOqx4DS
12962,RT @ISLANDBOI_RAMBO: @1stBlocJeremiah that hoe starleasha i heard she give uh nigga good ass education Lmao
12963,RT @IScoutGirls: @verbally_abrupt bitch where u been
12964,RT @ITold_U_iDGAF: ion put shit pass a bitch
12965,"RT @I_AM_YOUNGPAPER: ""@Shane_A1: @I_AM_YOUNGPAPER boy wat in dat bitch eatin lunch err other day""Im Tellin Ya"
12966,RT @I_Be_kOoLz Rough face hoes be having all the kids...Who did this to u???&#128553;&#128553;&#128553; + Self esteem issues.More kids = secured love.
12967,"RT @I_Be_kOoLz: Leave ya kids unattended cause u wanna ""Turn up"" I hate u fertile hoes"
12968,RT @I_Dnt_Giv3A_Fuk: Good pussy will make a nigga cum quick shit be over faster than a vine video
12969,RT @I_DontKIAra: It ain't nothing to &#9986;&#65039; that bitch off &#128075;&#128514;
12970,"RT @I_FloodsYaTL: ""@ZariaVonMars: Um http://t.co/Cuue9Vvc2M"" exactly how most of these hoes twat is setup..."
12971,RT @I_GoT_dA_jUiCe_: I play wit pussy not these niggas
12972,RT @I_HATE_VA: Niggas be on here with these Captain Obvious ass tweets about how to treat women and these lonely low self esteem hoes be ea&#8230;
12973,RT @IamCache_: Nun but bad bitches link up tonight #MansionElan finna go crazy
12974,RT @IamEvilTebow: Any man who orders a 6 inch sandwich at Subway is a pussy bitch. #Fact
12975,"RT @IamJAMIENICOLE: From both K. Michelle and Keyshia Cole lol ""@viaNAWF: More bitter hurt bitch music on the horizon."""
12976,"RT @IamJonahHilI: If you open a cold beer and it becomes warm before you finish it, you're a bitch."
12977,RT @IamMrEchols: 9 times outta 10 a bitch gonna know if she a hoe or not
12978,RT @IamMrEchols: If you was a hoe yesterday you'll be a hoe tomorrow
12979,"RT @IamMrEchols: Lmao &#8220;@GuruJeremy: A hoe's best excuse is ""it just happened"" lol. No. You being a hoe just happened. It's okay to admit it&#8230;"
12980,RT @IamMrEchols: She eating pussy but don't eat vegetables
12981,RT @IamMrEchols: You hoes don't deserve the respect you ask for
12982,RT @IamRicoLove: These hoes turn into contortionist just so u can see their ass &amp; their smile in the same picture. Smh! It's hard work thir&#8230;
12983,RT @IamTysonBettis: When u love her none of them hoes matter..
12984,RT @IceTeaa__: The hoes yall chase want me &#128175;
12985,RT @Icewataa: You fuck a girl longer then 30 min &amp; you still aint bust...she gotta busted loose ass pussy...
12986,RT @IdGaf_IMYella: To be honest niggas are the biggest roaches these days.. They be with bitches just to have someone to put shit in their &#8230;
12987,RT @Iethaldose: Feelings are a bitch to fucking control...
12988,RT @If_ItAint_B: Message to the homies...dont blow a good girl. Having hoes is childish...in the end they do nothing for you either.
12989,RT @If_ItAint_B: Miami isn't a good city at all...don't believe the shit you see on TV that city is trash.
12990,RT @Ih8lightskins__: only a black man can make you feel inferior to a hoe with a 2.0 gpa and no future simply because she has a fat ass and&#8230;
12991,RT @Ilovebamf: #tbt with these bitches glad I met these fucks @Savage_530 @Brandonjw02 @JP_Gentleman #Friend&#128563; http://t.co/NHEeCJ7ukb
12992,RT @Ilovebamf: @KibaBJJ @Savage_530 you bitch Benito I thought I was the only one
12993,RT @Ilovebamf: @Savage_530 @Nutty_niff @shai_yaya nick when the men are talking sit your bitch as in the corner and listen to this grown fo&#8230;
12994,RT @Ilovebamf: Like no bitch you didn't make the cut.&#128075;&#128129;
12995,RT @ImChiefy: I'll send dick pics to your bitch quick .
12996,RT @ImDatNigga_Jack: Welcome to Dallas Nawfside Texas don't come with no hoe shit nigga this Texas you will get MURDERED
12997,RT @ImDikeTurner: &#8220;@__BJ_: What yall up to&#8221; &#8226; beatin my meat on FaceTime wit a bad bitch http://t.co/Dwdg7DNWxw
12998,RT @ImEfficient: Talking about you hate men and done with penis but go get you a manly looking chick that uses a strap on bitch stfu
12999,"RT @ImFinaTweetThat: ""@217Emmanuel: Lil bitch, you ain't know/you can never score from the sideline, hoe!"""
13000,"RT @ImHim_Cutthroat: ""@TRESHON_SCROOGE: Mrs Harden be blowin me i be wanna snap on her ahh""I had that bitch freshmen year damn nea caught a&#8230;"
13001,RT @ImJustCeej: RT @BarackOMamba: RT @IntenseDesire: Bow wow look like the stress of saving a hoe is wearing him down http://t.co/mTzjAAc0W2
13002,"RT @ImKnownAsDevin: Just cause somebody put ""bad"" in front of it yall okay with being called a bitch"
13003,"RT @ImLeslieChow: My entire school: ""You don't talk much."" Me: ""Beause you're all cunts."""
13004,RT @ImLeslieChow: When you eat food that's too hot and start breathing like a retarded dragon.
13005,"RT @ImNeverChillin: Any bitch that tell you ""I normally don't do this"" get ready for the best head/pussy you've ever got"
13006,"RT @ImNeverChillin: BITCH FOR WHO, GAP? RT ""@porkhub: I'm a model Yall bitches can't tell me nothin"" http://t.co/LDOTnl5pNa"
13007,RT @ImNeverChillin: Bitches hate kim k &amp; bring up she sucked dick too get famous . Yall bitches suck dick &amp; barley get a text back soooooo &#8230;
13008,RT @ImNeverChillin: I don't have no girlfriend/side bitches/ main chick/ hoes. I just got a ex I want back .
13009,"RT @ImNeverChillin: Niggas drop outta high school &amp; get a job at McDonalds talkin bout ""on my grind"" lmao okay, GRIND me up a Oreo Mcflurr&#8230;"
13010,RT @ImNeverChillin: You bitches are so inconsiderate smh http://t.co/EInVs4YqpF
13011,"RT @ImNeverChillin: You get drunk with a bitch and u try and grab her ass she get all offended, Well excuse me bitch I thought u were a hoe"
13012,RT @ImNeverChillin: bitches cant finish a 6 inch sub but want a 13 inch dick
13013,"RT @ImNeverChillin: i text my ex while she was with her bf so they can fight I was like ""you looked cute today"" &amp; I aint seen the bitch in &#8230;"
13014,RT @ImNeverChillin: pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga wi&#8230;
13015,"RT @ImNotTwitFamous: Big Sean is 5'7 and 159 pounds, yet he calls everyone lil' bitch. You the lil' bitch Sean, you the lil' bitch"
13016,RT @ImNotTwitFamous: Bob Marley wrote about peace but all you hoes remember him for is smoking a blunt
13017,"RT @ImNotTwitFamous: How to deal with cyber bulling:

1:log out

2:go outside 

3:that's it,stop being a pussy"
13018,RT @ImNotaPlayerTho: Still trying to hit this hoe...... &#128133;&#128133;&#128133;&#128133; http://t.co/jbHjMpY1gX
13019,"RT @ImSledgren: Looking thru my yearbook, I don't think I've done that since my graduation.This book got some hoe ass niggas in it I forgot&#8230;"
13020,"RT @ImToBlame: RT @latry: Hispanic women just have the great pussy and wife skills, white girls own the dick sucking and black chicks....ca&#8230;"
13021,RT @ImTooMuch: Trent Richardson so trash
13022,RT @Im_Amy_Bitches: I call myself Fat Amy so twig bitches like you don't call me it behind my back.
13023,"RT @Im_Amy_Bitches: I'm not always a bitch, sometimes I sleep"
13024,RT @Im_Flashy_Bitch: Bitches be like go talk to ya other bitch bitch you is my other bitch
13025,RT @Im_Thirst: That nigger made the shit out of my coffee.
13026,RT @ImaGrumpyCat: who remembers this bitch? &#128514;&#128557; http://t.co/P9MmBzqMiH
13027,RT @ImaKittttyy: Made Homemade chili and cornbread for dinner. And watching Supernatural with my fave boys!! Happy Saturday bitches! http:/&#8230;
13028,RT @ImaLAGirl: Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that &#128175;
13029,RT @ImaSavageBruh: bitch got me acting crazy as hell lately
13030,RT @InToneTheyLust_: These hoes don't give a fuck if you got a girl or not
13031,"RT @IndiaMone: LOL RT @JoeBudden: Wait a minute, I&#8217;m seeing mad dope costumes.. Yall stop trying to steal Halloween back from the hoes !!!"
13032,RT @InfidelAlie: Yay for America &amp; Israel... we put in more Jew Hating muslim trash into our government! pathetic &amp; sickening
13033,RT @InkMyHoleBody: This nigga is a fuckin faggot https://t.co/e3m6tujnhF
13034,RT @Ink_Flowz: THOT is a childish word&#128076;Grow up and call that bitch a hoe.&#128514;
13035,RT @IrregularGawd: Personality RT @LosBeOnIt: How fat bitches be in relationships before the pretty women? Let's see the answers lol &#128064;&#128064;&#128064;
13036,RT @Isa__Lopez: @D_Lo520 but you're still a faggot
13037,RT @IsaidNick: niggers are so ignorant http://t.co/P9jDdVsRVb
13038,RT @Italian_Montana: &#8220;@arosati96: The bromance between pat and ant is real&#8221; fuck that faggot
13039,RT @ItsDLow: Now I gotta ask bitches for nudes on Facebook. &#128530;
13040,"RT @ItsDRecord: Bitches about to start that ""New year, New me"" bullshit.. You can't undo the numbers on that pussy thoo"
